annotation_id,review_id,domain,entity_id,entity_name,review_text,rating,source,benchmark_type,human_has_issue,human_issue,annotation_reason,annotation_source,human_verified,annotator_notes
MINILM_GT_0094,CTRL_hotel_0094,hotel,controlled_hotel,Controlled Hotel Benchmark,The room furniture was worn out and the main light did not work.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,room_quality,Constructed single-issue example for room quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0138,CTRL_hotel_0138,hotel,controlled_hotel,Controlled Hotel Benchmark,The bathroom was spotless and the bed was comfortable. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0060,CTRL_mobile_app_0060,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,I cancelled a trial successfully and no further charge appeared. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0117,CTRL_hotel_0117,hotel,controlled_hotel,Controlled Hotel Benchmark,There was no Wi-Fi signal at all on our floor.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wifi,Constructed single-issue example for wifi.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0007,CTRL_mobile_app_0007,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,My correct password is rejected and I cannot get into my account.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,login,Constructed single-issue example for login.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0197,CTRL_ecommerce_0197,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The material is poor quality and started falling apart after one use.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,product_quality,Constructed single-issue example for product quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0031,CTRL_mobile_app_0031,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Full-screen ads interrupt me after almost every action.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,advertising,Constructed single-issue example for advertising.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0023,CTRL_mobile_app_0023,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The application requests far more permissions than its features require.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,privacy,Constructed single-issue example for privacy.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0273,CTRL_restaurant_0273,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,"The food was acceptable, but the cost was unreasonable.",1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,price_value,Constructed single-issue example for price value.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0289,CTRL_restaurant_0289,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,We were seated quickly and the food arrived without a long wait. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0057,CTRL_mobile_app_0057,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,I cancelled a trial successfully and no further charge appeared. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0166,CTRL_ecommerce_0166,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The tracking information stopped updating and the order was never received.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,delivery,Constructed single-issue example for delivery.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0119,CTRL_hotel_0119,hotel,controlled_hotel,Controlled Hotel Benchmark,The internet did not work for the entire evening.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wifi,Constructed single-issue example for wifi.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0205,CTRL_ecommerce_0205,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product was packed securely and the box arrived in good condition. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0082,CTRL_hotel_0082,hotel,controlled_hotel,Controlled Hotel Benchmark,The room smelled bad and the bed linen did not seem clean.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,cleanliness,Constructed single-issue example for cleanliness.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0146,CTRL_hotel_0146,hotel,controlled_hotel,Controlled Hotel Benchmark,The hotel was peaceful at night and we slept well. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0040,CTRL_mobile_app_0040,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The interface hangs for a few seconds whenever I change dates.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,performance,Constructed single-issue example for performance.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0220,CTRL_ecommerce_0220,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product is genuine and matches the original brand packaging. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0148,CTRL_hotel_0148,hotel,controlled_hotel,Controlled Hotel Benchmark,The hotel was peaceful at night and we slept well. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0182,CTRL_ecommerce_0182,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product arrived broken and could not be used.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,damaged_item,Constructed single-issue example for damaged item.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0316,CTRL_restaurant_0316,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The restaurant was clean and the bathroom was well maintained. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0109,CTRL_hotel_0109,hotel,controlled_hotel,Controlled Hotel Benchmark,Our reservation could not be found when we arrived at the hotel.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,booking,Constructed single-issue example for booking.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0270,CTRL_restaurant_0270,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The meal was overpriced and not worth the money.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,price_value,Constructed single-issue example for price value.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0067,CTRL_mobile_app_0067,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Pages load quickly and scrolling is smooth on my phone. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0198,CTRL_ecommerce_0198,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,This product is useless because it fails to perform its basic function.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,product_quality,Constructed single-issue example for product quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0019,CTRL_mobile_app_0019,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The app asks for my contacts and location even though neither is needed.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,privacy,Constructed single-issue example for privacy.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0185,CTRL_ecommerce_0185,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,One part was snapped off when the item arrived.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,damaged_item,Constructed single-issue example for damaged item.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0114,CTRL_hotel_0114,hotel,controlled_hotel,Controlled Hotel Benchmark,The reservation details at reception did not match what we had paid for.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,booking,Constructed single-issue example for booking.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0020,CTRL_mobile_app_0020,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,I am uncomfortable because the application tracks my location in the background.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,privacy,Constructed single-issue example for privacy.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0183,CTRL_ecommerce_0183,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The bottle was cracked and leaked inside the parcel.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,damaged_item,Constructed single-issue example for damaged item.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0093,CTRL_hotel_0093,hotel,controlled_hotel,Controlled Hotel Benchmark,The shower was faulty and kept losing water pressure.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,room_quality,Constructed single-issue example for room quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0080,CTRL_mobile_app_0080,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,I have used the app for weeks and it has been stable. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0221,CTRL_ecommerce_0221,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,I returned the wrong size and the refund arrived promptly. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0153,CTRL_hotel_0153,hotel,controlled_hotel,Controlled Hotel Benchmark,The internet connection was stable in both the room and lobby. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0073,CTRL_mobile_app_0073,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The calendar sync works reliably across my devices. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0097,CTRL_hotel_0097,hotel,controlled_hotel,Controlled Hotel Benchmark,The front desk service was poor and the employee spoke to us disrespectfully.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0016,CTRL_mobile_app_0016,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,A transaction was taken from my card even though the order did not complete.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,payment,Constructed single-issue example for payment.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0112,CTRL_hotel_0112,hotel,controlled_hotel,Controlled Hotel Benchmark,The room was still not ready long after the stated check-in time.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,booking,Constructed single-issue example for booking.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0011,CTRL_mobile_app_0011,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The authentication step fails every time even with the right credentials.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,login,Constructed single-issue example for login.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0181,CTRL_ecommerce_0181,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The item is obviously fake when compared with the genuine version I already own.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,fake_product,Constructed single-issue example for fake product.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0070,CTRL_mobile_app_0070,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Notifications arrive at the correct time and the interface is easy to use. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0098,CTRL_hotel_0098,hotel,controlled_hotel,Controlled Hotel Benchmark,The receptionist was unhelpful when we reported a problem.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0302,CTRL_restaurant_0302,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The atmosphere was relaxed and the music level was comfortable. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0069,CTRL_mobile_app_0069,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Notifications arrive at the correct time and the interface is easy to use. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0256,CTRL_restaurant_0256,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The staff were unhelpful and ignored our request for assistance.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0038,CTRL_mobile_app_0038,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The application takes a very long time to load basic information.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,performance,Constructed single-issue example for performance.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0127,CTRL_hotel_0127,hotel,controlled_hotel,Controlled Hotel Benchmark,Wi-Fi was fast enough for video calls and work. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0017,CTRL_mobile_app_0017,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,The billing amount is higher than the price shown before checkout.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,payment,Constructed single-issue example for payment.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0229,CTRL_ecommerce_0229,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The device works well and the build quality feels solid. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0068,CTRL_mobile_app_0068,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Pages load quickly and scrolling is smooth on my phone. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0257,CTRL_restaurant_0257,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,Customer service was poor and the server spoke to us disrespectfully.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,staff_service,Constructed single-issue example for staff service.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0248,CTRL_restaurant_0248,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,We found a hair in the food and stopped eating immediately.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,hygiene,Constructed single-issue example for hygiene.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0126,CTRL_hotel_0126,hotel,controlled_hotel,Controlled Hotel Benchmark,Wi-Fi was fast enough for video calls and work. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0165,CTRL_ecommerce_0165,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,My package was sent to the wrong address during delivery.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,delivery,Constructed single-issue example for delivery.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0087,CTRL_hotel_0087,hotel,controlled_hotel,Controlled Hotel Benchmark,"The room looked unclean, with dust and grime on several surfaces.",1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,cleanliness,Constructed single-issue example for cleanliness.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0305,CTRL_restaurant_0305,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The meal tasted great and everything seemed freshly prepared. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0145,CTRL_hotel_0145,hotel,controlled_hotel,Controlled Hotel Benchmark,The hotel was peaceful at night and we slept well. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0272,CTRL_restaurant_0272,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,This restaurant offers poor value compared with similar places nearby.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,price_value,Constructed single-issue example for price value.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0141,CTRL_hotel_0141,hotel,controlled_hotel,Controlled Hotel Benchmark,The room facilities worked properly and the temperature was comfortable. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0234,CTRL_ecommerce_0234,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The shipment arrived safely with no damage to the item. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0300,CTRL_restaurant_0300,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The prices were reasonable for the portion sizes. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0209,CTRL_ecommerce_0209,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The item feels well made and works exactly as expected. Overall I was satisfied.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0307,CTRL_restaurant_0307,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The meal tasted great and everything seemed freshly prepared. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0207,CTRL_ecommerce_0207,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product was packed securely and the box arrived in good condition. I would happily choose it again.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0130,CTRL_hotel_0130,hotel,controlled_hotel,Controlled Hotel Benchmark,Check-in was quick and our reservation was ready when we arrived. Everything worked as expected.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0039,CTRL_mobile_app_0039,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,Typing becomes delayed after I add several tasks.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,performance,Constructed single-issue example for performance.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0222,CTRL_ecommerce_0222,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,I returned the wrong size and the refund arrived promptly. Everything worked as expected.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0304,CTRL_restaurant_0304,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The atmosphere was relaxed and the music level was comfortable. This was a straightforward positive experience.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0156,CTRL_hotel_0156,hotel,controlled_hotel,Controlled Hotel Benchmark,The internet connection was stable in both the room and lobby. This was a straightforward positive experience.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0113,CTRL_hotel_0113,hotel,controlled_hotel,Controlled Hotel Benchmark,Our booking was cancelled by the hotel even though it had already been confirmed.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,booking,Constructed single-issue example for booking.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0268,CTRL_restaurant_0268,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The queue moved very slowly and we waited much longer than expected.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wait_time,Constructed single-issue example for wait time.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0118,CTRL_hotel_0118,hotel,controlled_hotel,Controlled Hotel Benchmark,The wireless connection was extremely weak and disconnected every few minutes.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wifi,Constructed single-issue example for wifi.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0297,CTRL_restaurant_0297,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The prices were reasonable for the portion sizes. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0309,CTRL_restaurant_0309,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The staff were polite and helpful throughout dinner. Overall I was satisfied.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0291,CTRL_restaurant_0291,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,We were seated quickly and the food arrived without a long wait. I would happily choose it again.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0176,CTRL_ecommerce_0176,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,I received a fake version instead of the genuine product shown on the listing.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,fake_product,Constructed single-issue example for fake product.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0200,CTRL_ecommerce_0200,ecommerce,controlled_ecommerce,Controlled Ecommerce Benchmark,The product looked good online but the actual quality is disappointing.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,product_quality,Constructed single-issue example for product quality.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0155,CTRL_hotel_0155,hotel,controlled_hotel,Controlled Hotel Benchmark,The internet connection was stable in both the room and lobby. I would happily choose it again.,5,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0303,CTRL_restaurant_0303,restaurant,controlled_restaurant,Controlled Restaurant Benchmark,The atmosphere was relaxed and the music level was comfortable. I would happily choose it again.,4,manually_constructed_controlled_benchmark,controlled_manually_constructed,0,no_issue,Constructed no-issue control example.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0003,CTRL_mobile_app_0003,mobile_app,controlled_mobile_app,Controlled Mobile App Benchmark,After the latest update the screen freezes and I have to restart the app.,1,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,crash,Constructed single-issue example for crash.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
MINILM_GT_0116,CTRL_hotel_0116,hotel,controlled_hotel,Controlled Hotel Benchmark,Internet access kept dropping and was unusable for work.,2,manually_constructed_controlled_benchmark,controlled_manually_constructed,1,wifi,Constructed single-issue example for wifi.,manually_constructed_gold_label,yes,"Controlled benchmark: label is known by construction, not an independent real-world annotation."
