review_id,domain,entity_id,entity_name,review_text,sentiment_text,sentiment_label,rating,rating_original,review_date,source,raw_source_path,label_method,text_key
restaurant_15183,restaurant,https://www.yelp.com/biz/churn-phoenix-3,https://www.yelp.com/biz/churn-phoenix-3,"When I tell you that this was the Best Ice Cream we've Ever had, believe me! It's a darling little storefront and the young lady behind the counter was so friendly, helpful and nice. Great customer service, as she knew that I was struggling with which flavors to get for 4 people to have at home, at the best value. She packed up 4 containers (pints?) and she was incredibly generous, as each one was packed beyond full. We had the Peanut Butter (our favorite), Double Chocolate (excellent next to that PB!), Vietnamese Coffee (excellent and so smooth) and Cookies & Mint (wonderful). We had 4 nights of ice cream after dinner. And for all of that joy, my total was $20. I highly, highly recommend Churn! (Note: all staff wore masks and they have strict rules about number of customers inside to place their orders. I felt very safe).","When I tell you that this was the Best Ice Cream we've Ever had, believe me! It's a darling little storefront and the young lady behind the counter was so friendly, helpful and nice. Great customer service, as she knew that I was struggling with which flavors to get for 4 people to have at home, at the best value. She packed up 4 containers (pints?) and she was incredibly generous, as each one was packed beyond full. We had the Peanut Butter (our favorite), Double Chocolate (excellent next to that PB!), Vietnamese Coffee (excellent and so smooth) and Cookies & Mint (wonderful). We had 4 nights of ice cream after dinner. And for all of that joy, my total was $20. I highly, highly recommend Churn! (Note: all staff wore masks and they have strict rules about number of customers inside to place their orders. I felt very safe).",positive,5.0,5.0,12/17/2020,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",5371209871526604222
gp:AOqpTOEQvw8UL_VP1YVwdkjrVuym9ANg1gQVvwHAHYMBak6O8eEI2764pBuGa3hejd73PDOh-mPS72r6sTi0AA,mobile_app,cc.forestapp,cc.forestapp,"Hearing other peoples experiences really ruins the app for me. I'm a pro user, I didn't know that all the trees were behind a pay wall now. But to make that change, it's really disappointing. It takes away all the fun, all the hard work people have made to buy trees. And you guys don't care, you just copy and paste the same trashy response. I honestly don't think that putting everything behind a pay wall will ""prevent pirated software"". Won't people want to pirate it more when the fun is gone?","Hearing other peoples experiences really ruins the app for me. I'm a pro user, I didn't know that all the trees were behind a pay wall now. But to make that change, it's really disappointing. It takes away all the fun, all the hard work people have made to buy trees. And you guys don't care, you just copy and paste the same trashy response. I honestly don't think that putting everything behind a pay wall will ""prevent pirated software"". Won't people want to pirate it more when the fun is gone?",negative,1.0,1.0,2020-09-30 00:13:28,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",15584733192014005036
gp:AOqpTOHczXcYSbeQjk5ZBpZQfDzrXdk1yiliSnM4cxPwJDqPh9msxgFEPUh79el46JiC3o-WIzV0rtBMGOfQhw,mobile_app,com.tasks.android,com.tasks.android,"app is awesome, but in this no login facility and assign task","app is awesome, but in this no login facility and assign task",negative,1.0,1.0,2019-02-21 18:03:06,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",12003527952083265984
amazon_12181,ecommerce,B07743LK9P,B07743LK9P,"Came right on time, the material is really soft and flexible so doesn’t look cheap on. It really does fit quite a bit of brushes too. I’m a freelance MUA and this will be perfect and so much easier to travel with. Waist Strap isn’t that long, so be cautious of that. I would say it’s a size S/M waist strap max. You can Follow me on IG and fcbk @yolandafeblesMUA for makeup looks!","Came right on time, the material is really soft and flexible so doesn’t look cheap on. It really does fit quite a bit of brushes too. I’m a freelance MUA and this will be perfect and so much easier to travel with. Waist Strap isn’t that long, so be cautious of that. I would say it’s a size S/M waist strap max. You can Follow me on IG and fcbk @yolandafeblesMUA for makeup looks!",positive,5.0,5.0,1557160062258,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3853834325936995590
gp:AOqpTOFA53Uk_NMdJQhbpv1Vmou5-UGXWw99tkd2zVlZrutS1Ch2w_n2rXtvMZeRgSowVMmJavPOj6w4bBZ-6w,mobile_app,com.anydo,com.anydo,I love this app Previous issue of being randomly logged out was resolved,I love this app Previous issue of being randomly logged out was resolved,positive,4.0,4.0,2020-05-03 13:12:40,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",18062373171615177519
hotel_256237,hotel,Novotel Paris Centre Bercy,Novotel Paris Centre Bercy,Separate toilet was great but awkward for hand washing when someone else was in the shower No bin in toilet Lovely clean room Friendly and helpful staff Good choice for breakfast Perfect for attending events at Accorhotels Arena Would definitely stay here again,Lovely clean room Friendly and helpful staff Good choice for breakfast Perfect for attending events at Accorhotels Arena Would definitely stay here again,positive,5.0,10.0,6/5/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,18153328079569552831
amazon_25477,ecommerce,B084V3RQ5H,B084V3RQ5H,My hair is too thin to cut bangs. Last year I got another brand; they matched my hair really well but look kind of ridiculous because they are thick. These are thinner & match my hair & look like they are my actual bangs. So it's a nice change when I want bangs!,My hair is too thin to cut bangs. Last year I got another brand; they matched my hair really well but look kind of ridiculous because they are thick. These are thinner & match my hair & look like they are my actual bangs. So it's a nice change when I want bangs!,positive,5.0,5.0,1597114542303,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",10076107998419770097
hotel_144260,hotel,Comfort Inn Suites Kings Cross St Pancras,Comfort Inn Suites Kings Cross St Pancras,Breakfast not a lot of choice Good size rooms very comfortable bed and very close to St Pancras station,Good size rooms very comfortable bed and very close to St Pancras station,positive,4.6,9.2,9/26/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,8136343588846955510
restaurant_10206,restaurant,https://www.yelp.com/biz/melt-phoenix,https://www.yelp.com/biz/melt-phoenix,"So, the ice cream is fluffy, the flavors are diverse, and its served in a really cute chinese take-out container with a fortune cookie, but I really don't think the flavors are that out of the world. It's definitely quirky and fun, but I guess I was expecting more from the hype. Don't get me wrong, it's definitely not a bad joint to visit if you just want good ice cream.","So, the ice cream is fluffy, the flavors are diverse, and its served in a really cute chinese take-out container with a fortune cookie, but I really don't think the flavors are that out of the world. It's definitely quirky and fun, but I guess I was expecting more from the hype. Don't get me wrong, it's definitely not a bad joint to visit if you just want good ice cream.",neutral,3.0,3.0,10/8/2017,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",6919297513195873882
restaurant_18501,restaurant,https://www.yelp.com/biz/mary-coyle-phoenix-2,https://www.yelp.com/biz/mary-coyle-phoenix-2,"I have been to 4 ice cream stores and nobody had walnuts except Mary Coyles. They have pecans, cashews, almonds, WALNUTS, and ground peanuts. A variety of toppings. I now found my favorite ice cream store. The staff was friendly and very accommodating. I definitely will be back.","I have been to 4 ice cream stores and nobody had walnuts except Mary Coyles. They have pecans, cashews, almonds, WALNUTS, and ground peanuts. A variety of toppings. I now found my favorite ice cream store. The staff was friendly and very accommodating. I definitely will be back.",positive,5.0,5.0,6/4/2016,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",6353616600157637269
restaurant_2065,restaurant,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,We went to get ice cream and ice cream sandwiches it was so delicious but the wait was so long I love it but I don't think I like waiting that long in line for ice cream but it was so delicious.,We went to get ice cream and ice cream sandwiches it was so delicious but the wait was so long I love it but I don't think I like waiting that long in line for ice cream but it was so delicious.,positive,4.0,4.0,8/26/2021,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",16259729857670269433
hotel_330124,hotel,Avenida Palace,Avenida Palace,The bed was huge and so comfortable sheets and towels changed every day lovely smelling toiletries really was a lovely hotel It s in an excellent part of the city,The bed was huge and so comfortable sheets and towels changed every day lovely smelling toiletries really was a lovely hotel It s in an excellent part of the city,positive,5.0,10.0,2/11/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,10317794208606510269
restaurant_18654,restaurant,https://www.yelp.com/biz/sinful-sweets-chocolate-company-pittsburgh,https://www.yelp.com/biz/sinful-sweets-chocolate-company-pittsburgh,"Stopped in here for some sweets while walking back to our hotel. Got a small box of milk and dark chocolate strawberries mixed with milk, dark and white chocolate cherries. Outstanding, especially the strawberries.","Stopped in here for some sweets while walking back to our hotel. Got a small box of milk and dark chocolate strawberries mixed with milk, dark and white chocolate cherries. Outstanding, especially the strawberries.",positive,4.0,4.0,6/15/2016,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",14738913414920006432
hotel_99891,hotel,Mercure Paris Centre Tour Eiffel,Mercure Paris Centre Tour Eiffel,No toiletries provided such as toothpaste and the toilet is in a confined area separate to the sink and shower The staff were really friendly and the hotel was in a good location It was also very clean,The staff were really friendly and the hotel was in a good location It was also very clean,positive,4.4,8.8,8/16/2015,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,15911639164106043743
hotel_338338,hotel,Hotel 55,Hotel 55,We were originally put in a room without a garden view even though we booked it however they soon changed our room The restaurant was amazing Best dinner we ve ever had out So fresh,The restaurant was amazing Best dinner we ve ever had out So fresh,positive,4.6,9.2,6/25/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,6672566027666513663
gp:AOqpTOFzJN0MAcgicSYxfYKbPCGOwWKdBM_1RYfjfQD545rn13WdTwrqnqww60t2uoZ1fG299T2-Rs8TBW2hVw,mobile_app,com.gmail.jmartindev.timetune,com.gmail.jmartindev.timetune,"Why i cant set the clock in new activity.. There is no 'ok' button and everytime im back the clock back to 12 am, well, 'ok' button is invisible in my device","Why i cant set the clock in new activity.. There is no 'ok' button and everytime im back the clock back to 12 am, well, 'ok' button is invisible in my device",positive,4.0,4.0,2020-10-21 06:23:10,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",3039128597687255207
gp:AOqpTOHyfwGkAh12w5lFPmfJiFu7Xw5ET_lK21L0TRvUIMOePynyK-LQXr6KWAHoELvGBhQUZ7vlBMzCTaQShQ,mobile_app,prox.lab.calclock,prox.lab.calclock,"can you make this app a separated planner and can make an event without using calendar? i really like this app, but i want this app as my daily task organizer and my calendar as a big event organizer, so it won't jumble up in my calendar.","can you make this app a separated planner and can make an event without using calendar? i really like this app, but i want this app as my daily task organizer and my calendar as a big event organizer, so it won't jumble up in my calendar.",neutral,3.0,3.0,2019-03-28 10:59:26,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",8423099372733082618
amazon_11567,ecommerce,B00170DB4E,B00170DB4E,"Well I got this for Christmas because I love soaking my feet. I love the bubbles it creates, it's fun. The product is sturdy and tools are nice, though I haven't used them yet. Biggest disappointment is the lack of heat! I used the hottest bath water I could get and within just a few minutes it was already cold. I'm sure I'll use this again but I wouldn't waste your money on it. You'll fare better with a bucket of hot water!","Well I got this for Christmas because I love soaking my feet. I love the bubbles it creates, it's fun. The product is sturdy and tools are nice, though I haven't used them yet. Biggest disappointment is the lack of heat! I used the hottest bath water I could get and within just a few minutes it was already cold. I'm sure I'll use this again but I wouldn't waste your money on it. You'll fare better with a bucket of hot water!",negative,2.0,2.0,1262131978000,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",4939036539594815938
hotel_286120,hotel,Hotel Regina,Hotel Regina,Everything was super and the staff was super kind and helping with everything Goog breakfast until late hours,Everything was super and the staff was super kind and helping with everything Goog breakfast until late hours,positive,5.0,10.0,7/5/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,8972826382725939845
gp:AOqpTOFDe3uMN0J4SBFK_yBvub-rQxBmnWSLjjtzIrgHDzU4W-XEB2lzln2tTY4WkV1bB3Q8z7L-u0YmDBXkmQ,mobile_app,com.habitrpg.android.habitica,com.habitrpg.android.habitica,"Game is great, can give back results where you put in effort. However when I last tried to put in a task everything was empty and I cant seem to log back in.","Game is great, can give back results where you put in effort. However when I last tried to put in a task everything was empty and I cant seem to log back in.",neutral,3.0,3.0,2020-02-27 00:54:10,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",17572733099429776564
hotel_92408,hotel,Park Lane Mews Hotel,Park Lane Mews Hotel,Location quiet room well equipped,Location quiet room well equipped,positive,4.4,8.8,3/13/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,15456486338235931347
amazon_17275,ecommerce,B06WD5LJJV,B06WD5LJJV,Huge waste of money. Broke during normal use after one shave,Huge waste of money. Broke during normal use after one shave,negative,1.0,1.0,1514840652232,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",3743316236764659129
amazon_5028,ecommerce,B07MP69QK1,B07MP69QK1,not good..its not covering the whole screen and not sticking good,not good..its not covering the whole screen and not sticking good,negative,1.0,1.0,1553006249293,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",4810756587148723459
restaurant_7476,restaurant,https://www.yelp.com/biz/sweet-republic-scottsdale-2,https://www.yelp.com/biz/sweet-republic-scottsdale-2,"Great artisanal ice cream. Interesting flavor combinations, outstanding quality. Prices about what you'd expect for artisanal.","Great artisanal ice cream. Interesting flavor combinations, outstanding quality. Prices about what you'd expect for artisanal.",positive,5.0,5.0,10/25/2018,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",18420208457032578422
gp:AOqpTOFcoiJGy1vPtjq5DTRGfnRoBZ_yxD9v24an_5NBlJFeF2CTcG5YbOiBOlCLpQ2EEL9UmeDTNEhTltZEtg,mobile_app,com.gmail.jmartindev.timetune,com.gmail.jmartindev.timetune,No test period of all options.,No test period of all options.,negative,2.0,2.0,2016-12-26 12:38:52,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",1999765483255571249
gp:AOqpTOGdily9PCBIAoKiXFSJoKtiPCYPsxkofkVxFGqkxG78DXLIPbZ8CaySpibvcy5k0XJ4-2yTg3YAnYLiQCQ,mobile_app,com.habitnow,com.habitnow,Terrific for reminders and tracking. Enjoying this app.,Terrific for reminders and tracking. Enjoying this app.,positive,5.0,5.0,2020-10-13 17:23:03,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",13564376167348065028
hotel_59312,hotel,M by Montcalm Shoreditch London Tech City,M by Montcalm Shoreditch London Tech City,More coat hangers The pool area size of rooms,The pool area size of rooms,positive,5.0,10.0,4/19/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,11992530735415149266
restaurant_2217,restaurant,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,https://www.yelp.com/biz/handels-homemade-ice-cream-and-yogurt-las-vegas-3,5/5 for flavor but unfortunately I did take away a star for the experience. I had no idea there was no seating and it was an order up place. Guess I should have read some reviews. Let me clarify there was a few benches that a bunch of kids were jumping off of and their clueless parents didn't care. Another annoying thing was the sign location of their flavor choices...TO ALL PARENTS: please be advised that when you prop you child or children on the counter in front of this sign it makes it very difficult for other to view. Staff was friendly and the four flavors we sampled were amazing! Just wish I was able to enjoy it not sitting on a curb with tons of kids around.,5/5 for flavor but unfortunately I did take away a star for the experience. I had no idea there was no seating and it was an order up place. Guess I should have read some reviews. Let me clarify there was a few benches that a bunch of kids were jumping off of and their clueless parents didn't care. Another annoying thing was the sign location of their flavor choices...TO ALL PARENTS: please be advised that when you prop you child or children on the counter in front of this sign it makes it very difficult for other to view. Staff was friendly and the four flavors we sampled were amazing! Just wish I was able to enjoy it not sitting on a curb with tons of kids around.,positive,4.0,4.0,9/9/2016,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",3411145142966656185
gp:AOqpTOFzkJTUteAsZmVr9iDxBc6z6BZ7iAAFQXF_LcsPAG3VVcLcQ3TVicyj5gVEI0uuuNjTT-2tAQZisN8R8s0,mobile_app,com.appgenix.bizcal,com.appgenix.bizcal,"really like this, but how do i take off the holidays, i have gone to all settings cant find how","really like this, but how do i take off the holidays, i have gone to all settings cant find how",positive,4.0,4.0,2020-04-27 22:05:53,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",9801866459626614324
gp:AOqpTOGrwtUaPQdgbDQscewBlhPscidOZH8iUWFNExsNGP-_yhkAP_DSbeRbEn7bSLPYnJenvILDaLn58gMRjg,mobile_app,prox.lab.calclock,prox.lab.calclock,I don't use Microsoft or Google calendars please integrate with time tree app calendar so I can use your app.,I don't use Microsoft or Google calendars please integrate with time tree app calendar so I can use your app.,negative,2.0,2.0,2020-07-22 10:13:13,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",2314566657391990027
restaurant_15159,restaurant,https://www.yelp.com/biz/churn-phoenix-3,https://www.yelp.com/biz/churn-phoenix-3,"My husband and I just went for the first time tonight! It was delicious and looks like you can't go wrong no matter what you choose. There was a line of about 5 groups of people when we arrived which meant about 15 minutes of waiting. We just moved from Virginia and haven't seen this place when it's warmer, but I can imagine the line wraps around the block considering how delicious the product is.","My husband and I just went for the first time tonight! It was delicious and looks like you can't go wrong no matter what you choose. There was a line of about 5 groups of people when we arrived which meant about 15 minutes of waiting. We just moved from Virginia and haven't seen this place when it's warmer, but I can imagine the line wraps around the block considering how delicious the product is.",positive,5.0,5.0,2/28/2021,yelp_restaurant_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\yelp_restaurant\Yelp Restaurant Reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",15408550535854146476
hotel_429451,hotel,K West Hotel Spa,K West Hotel Spa,Stay was not long enough It was a great stay very close to public transport The hotel was lively set in a quite part of W12 which is a lovely vibrant area,It was a great stay very close to public transport The hotel was lively set in a quite part of W12 which is a lovely vibrant area,positive,4.4,8.8,4/27/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,8051210816090718874
hotel_106256,hotel,H tel Etoile Saint Honor by Happyculture,H tel Etoile Saint Honor by Happyculture,Not a thing The staff was extremely attentive and pleasant throughout our 3 night stay The breakfast and happy hour treats were consistently great We figured out that we could connect more than one device to wifi by using our various email addresses The restaurant suggestion to nearby les 110 de TAILLEVENT was superb We were a bit chilly the first night as the Paris temperatures dropped and the heat had just been turned off for the season The manager quickly arranged for a portable space heater which solved the problem,The staff was extremely attentive and pleasant throughout our 3 night stay The breakfast and happy hour treats were consistently great We figured out that we could connect more than one device to wifi by using our various email addresses The restaurant suggestion to nearby les 110 de TAILLEVENT was superb We were a bit chilly the first night as the Paris temperatures dropped and the heat had just been turned off for the season The manager quickly arranged for a portable space heater which solved the problem,positive,5.0,10.0,6/9/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,16018323730986947130
amazon_24033,ecommerce,B07WDJB6BH,B07WDJB6BH,"Either I'm a simpleton or these don't work. I have tried both ways to apply and neither works. If using applicator, they stay stuck to it, if applying with fingers, harder than glue ons","Either I'm a simpleton or these don't work. I have tried both ways to apply and neither works. If using applicator, they stay stuck to it, if applying with fingers, harder than glue ons",negative,1.0,1.0,1617589091614,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",15824639702075890125
amazon_26282,ecommerce,B08B66F1XC,B08B66F1XC,The school had purchased more of these for the students. They truly save the ears.,The school had purchased more of these for the students. They truly save the ears.,positive,5.0,5.0,1614823838897,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",2554983563371728452
gp:AOqpTOEFetnzjIOLHRAeRC0bXAeQ6b4MqPKroygdhKAZ4ocj0mBV9S1b0xZAHUUXYr7LK5ZhqAT5cjh0nhv0zho,mobile_app,com.microsoft.todos,com.microsoft.todos,It is a best app for anybody I glad to have this app...,It is a best app for anybody I glad to have this app...,positive,5.0,5.0,2020-10-19 16:40:52,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",9675880241084133715
gp:AOqpTOEWSDQRL3M8OrA4BySo97CgJ6OFMse4nOSntmgcvZI9ZfeKWwde9Px2PCEQhNXwASR__CmBGUovXnTG2g,mobile_app,cc.forestapp,cc.forestapp,"Can't even reset my password because every single time I get ""An error occured""","Can't even reset my password because every single time I get ""An error occured""",negative,1.0,1.0,2020-10-14 03:45:38,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",4879933661107001119
hotel_144819,hotel,The Queens Gate Hotel,The Queens Gate Hotel,London prices Comfortable room good sized bed and all very clean Staff were helpful and welcoming Location was spot on for the Albert Hall Kensington museums and Hyde Park,Comfortable room good sized bed and all very clean Staff were helpful and welcoming Location was spot on for the Albert Hall Kensington museums and Hyde Park,positive,4.6,9.2,1/28/2016,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,15756186351958433251
hotel_219596,hotel,citizenM London Shoreditch,citizenM London Shoreditch,Location was great for Shoreditch but a bit of a walk to the nearest tube station at Liverpool St Great breakfast choices Unusual and thoughtful,Great breakfast choices Unusual and thoughtful,positive,4.15,8.3,8/2/2017,515k_european_hotel_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\hotel_europe\Hotel_Reviews.csv,substantive Positive_Review + Reviewer_Score >= 8.0,4870200242803310683
amazon_23558,ecommerce,B07XYT7SMQ,B07XYT7SMQ,"The product glue provided is good and bad. It ended up taking a spot of my real eyelashes off. The lash quality wasn’t that bad and other supplies but the glue, you have to watch out for.","The product glue provided is good and bad. It ended up taking a spot of my real eyelashes off. The lash quality wasn’t that bad and other supplies but the glue, you have to watch out for.",neutral,3.0,3.0,1588170234959,amazon_all_beauty,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\ecommerce_amazon\amazon_all_beauty_sample.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive; review body only, title excluded to prevent star-title leakage",11125221584574400135
gp:AOqpTOHOnSMsFuKPGZ55jMZ24Ow-UECPEzPWvD-I246hmWKyjWVLcnMDaNiTrXijpr_4imDp9hqIEORCftQFXA,mobile_app,com.appxy.planner,com.appxy.planner,"I like this app. It has a lot of the features I use all in one place. However, even though it lists all my Google calendars, I can't figure out how to do anything with them. I have projects spread over a dozen calendars but I can't seem to add anything to any of them.","I like this app. It has a lot of the features I use all in one place. However, even though it lists all my Google calendars, I can't figure out how to do anything with them. I have projects spread over a dozen calendars but I can't seem to add anything to any of them.",positive,4.0,4.0,2018-01-09 00:06:05,google_play_reviews,F:\Clients\Irfan Uk\MultiDomain_Review_Analysis_Agentic_AI\data\raw\mobile_app\google_play_reviews.csv,"rating-derived: 1-2 negative, 3 neutral, 4-5 positive",6744698460267570388
